equipment_id,timestamp,material,grade,pipe_size_mm,thickness_mm,max_pressure_psi,time_years,thickness_loss_mm,material_loss_percent,condition,corrosion_rate_mm_year,remaining_thickness_mm,remaining_life_years,safety_margin_percent,pressure_thickness_ratio,loss_rate_severity,risk_score,condition_predicted,ambient_temp_c,humidity_percent,rainfall_mm,operating_speed_rpm,load_percent,operating_mode
PIPE-004,2041-12-26,HDPE,API 5L X52,300,8.68,300,22,6.01,69.24,Critical,0.2731818181818182,2.67,0.24159733777038372,30.760368663594473,112.35955056179776,Low,55.15109497028401,Moderate,,,,,,
PIPE-004,2026-12-30,HDPE,ASTM A333 Grade 6,1200,22.53,150,7,4.11,18.24,Moderate,0.5871428571428572,18.42,19.86058394160584,81.75765645805593,8.143322475570033,Moderate,13.006179700976503,Normal,,,,,,
PIPE-005,2043-12-26,Fiberglass,ASTM A106 Grade B,250,10.95,2500,24,4.04,36.89,Moderate,0.16833333333333333,6.909999999999999,21.534653465346533,63.10502283105023,361.79450072358907,Low,29.59607762557077,Normal,,,,,,
PIPE-001,2027-12-30,Carbon Steel,ASTM A333 Grade 6,100,4.89,600,8,0.61,12.47,Normal,0.07625,4.279999999999999,36.89180327868852,87.52556237218813,140.1869158878505,Low,15.642128098541752,Normal,,,,,,
PIPE-003,2039-12-27,PVC,API 5L X42,50,5.62,900,20,6.21,110.5,Critical,0.3105,-0.5899999999999999,0.0,-10.498220640569391,-1525.4237288135596,Low,-52.627224500874604,Normal,,,,,,
PIPE-005,2035-12-28,Fiberglass,API 5L X42,300,15.95,1500,16,0.94,5.89,Normal,0.05875,15.01,174.0425531914894,94.1065830721003,99.93337774816789,Low,10.144857563087516,Normal,,,,,,
PIPE-001,2034-12-28,Carbon Steel,ASTM A106 Grade B,50,3.04,300,15,9.69,318.75,Critical,0.646,-6.6499999999999995,0.0,-218.75,-45.11278195488722,Moderate,100.0,Critical,,,,,,
PIPE-005,2031-12-29,Fiberglass,API 5L X52,400,17.32,900,12,1.79,10.33,Normal,0.14916666666666667,15.530000000000001,69.27821229050281,89.66512702078523,57.952350289761746,Low,9.454811183202489,Normal,,,,,,
PIPE-002,2038-12-27,Stainless Steel,ASTM A106 Grade B,100,5.21,300,19,5.76,110.56,Critical,0.30315789473684207,-0.5499999999999998,0.0,-10.556621880998076,-545.4545454545456,Low,20.817643508527016,Normal,,,,,,
PIPE-003,2029-12-29,PVC,ASTM A333 Grade 6,500,24.44,300,10,6.75,27.62,Critical,0.675,17.69,15.345185185185185,72.38134206219313,16.958733747880157,Moderate,22.343384330357544,Normal,,,,,,
PIPE-001,2024-12-30,Carbon Steel,ASTM A106 Grade B,1200,34.3,150,5,3.16,9.21,Moderate,0.632,31.139999999999997,32.99050632911392,90.78717201166181,4.8169556840077075,Moderate,9.905478673385124,Normal,,,,,,
PIPE-001,2041-12-26,Carbon Steel,ASTM A333 Grade 6,150,6.58,2500,22,6.98,106.08,Critical,0.3172727272727273,-0.40000000000000036,0.0,-6.079027355623105,-6249.9999999999945,Low,-408.4495158883665,Normal,,,,,,
PIPE-004,2020-12-31,HDPE,ASTM A333 Grade 6,400,15.23,300,1,4.54,29.81,Moderate,4.54,10.690000000000001,1.3482378854625554,70.19041365725542,28.063610851262858,High,61.1899295140683,Moderate,,,,,,
PIPE-005,2030-12-29,Fiberglass,ASTM A333 Grade 6,50,3.25,1500,11,9.52,292.92,Critical,0.8654545454545454,-6.27,0.0,-192.9230769230769,-239.23444976076556,Moderate,100.0,Critical,,,,,,
PIPE-002,2037-12-27,Stainless Steel,API 5L X52,500,14.29,2500,18,8.42,58.92,Critical,0.4677777777777778,5.869999999999999,3.3840855106888346,41.0776766969909,425.8943781942079,Low,56.916273092841216,Moderate,,,,,,
PIPE-003,2023-12-31,PVC,ASTM A106 Grade B,1500,44.29,600,4,1.59,3.59,Normal,0.3975,42.699999999999996,73.9949685534591,96.41002483630615,14.051522248243561,Low,6.285357959541729,Normal,20.8,64.9,0.0,,,
PIPE-002,2035-12-28,Stainless Steel,API 5L X65,1000,31.28,1500,16,9.71,31.04,Critical,0.606875,21.57,20.079917610710606,68.95780051150895,69.54102920723227,Moderate,22.148877062665186,Normal,,,,,,
PIPE-002,2039-12-27,Stainless Steel,ASTM A106 Grade B,1200,37.12,2500,20,5.86,15.79,Critical,0.29300000000000004,31.259999999999998,68.68259385665527,84.21336206896551,79.9744081893794,Low,14.453740096962079,Normal,,,,,,
PIPE-002,2027-12-30,Stainless Steel,API 5L X65,800,25.85,1500,8,1.36,5.26,Normal,0.17,24.490000000000002,98.44117647058825,94.73887814313346,61.249489587586766,Low,8.134992183285641,Normal,,,,,,
PIPE-002,2044-12-25,Stainless Steel,ASTM A106 Grade B,100,4.55,600,25,8.53,187.47,Critical,0.34119999999999995,-3.9799999999999995,0.0,-87.47252747252746,-150.75376884422113,Low,77.72059920481529,Critical,,,,,,
PIPE-004,2028-12-29,HDPE,ASTM A106 Grade B,1500,47.27,600,9,3.84,8.12,Moderate,0.42666666666666664,43.43000000000001,68.55234375000002,91.8764544108314,13.815335021874278,Low,8.145703190599388,Normal,,,,,,
PIPE-005,2039-12-27,Fiberglass,ASTM A106 Grade B,150,6.25,2500,20,8.31,132.96,Critical,0.41550000000000004,-2.0600000000000005,0.0,-32.96000000000001,-1213.5922330097085,Low,-20.328417475728127,Normal,,,,,,
PIPE-001,2040-12-26,Carbon Steel,API 5L X52,1500,34.77,2500,21,5.56,15.99,Critical,0.26476190476190475,29.210000000000004,70.92787769784174,84.00920333620938,85.58712769599451,Low,14.66335279076629,Normal,,,,,,
PIPE-004,2036-12-27,HDPE,API 5L X65,250,9.9,150,17,6.21,62.73,Critical,0.3652941176470588,3.6900000000000004,1.9710144927536237,37.27272727272727,40.65040650406504,Low,46.685525353340026,Moderate,,,,,,
PIPE-003,2027-12-30,PVC,ASTM A106 Grade B,100,6.3,150,8,5.06,80.32,Critical,0.6325,1.2400000000000002,0.0,19.682539682539687,120.96774193548384,Moderate,63.50894572452637,Moderate,,,,,,
PIPE-004,2029-12-29,HDPE,ASTM A333 Grade 6,1000,28.47,900,10,0.71,2.49,Normal,0.071,27.759999999999998,270.69014084507046,97.50614682121531,32.42074927953891,Low,4.01401949066159,Normal,,,,,,
PIPE-003,2044-12-25,PVC,ASTM A333 Grade 6,600,23.1,2500,25,7.28,31.52,Critical,0.2912,15.82,30.528846153846153,68.48484848484848,158.02781289506953,Low,25.794873845918094,Normal,,,,,,
PIPE-005,2037-12-27,Fiberglass,ASTM A106 Grade B,800,19.82,900,18,2.63,13.27,Moderate,0.1461111111111111,17.19,76.95513307984793,86.73057517658931,52.35602094240837,Low,10.032168887644412,Normal,,,,,,
PIPE-003,2041-12-26,PVC,ASTM A333 Grade 6,200,8.01,900,22,5.1,63.67,Critical,0.2318181818181818,2.91,2.187058823529412,36.329588014981276,309.2783505154639,Low,57.415725990907085,Moderate,,,,,,
PIPE-002,2029-12-29,Stainless Steel,ASTM A106 Grade B,50,3.03,1500,10,5.19,171.29,Critical,0.519,-2.1600000000000006,0.0,-71.28712871287131,-694.4444444444442,Moderate,33.05744884488451,Normal,,,,,,
PIPE-002,2027-12-30,Stainless Steel,ASTM A106 Grade B,500,16.18,300,8,7.77,48.02,Critical,0.97125,8.41,3.6612612612612616,51.977750309023484,35.6718192627824,Moderate,45.53418760619155,Moderate,,,,,,
PIPE-002,2034-12-28,Stainless Steel,API 5L X52,800,25.94,2500,15,7.31,28.18,Critical,0.4873333333333333,18.630000000000003,22.25991792065664,71.81958365458752,134.1921631776704,Low,24.800849658011735,Normal,,,,,,
PIPE-003,2032-12-28,PVC,API 5L X65,100,7.95,2500,13,1.71,21.51,Normal,0.13153846153846155,6.24,29.30701754385965,78.49056603773586,400.64102564102564,Low,23.843743105950647,Normal,,,,,,
PIPE-001,2038-12-27,Carbon Steel,API 5L X65,100,5.96,2500,19,3.89,65.27,Moderate,0.20473684210526316,2.07,1.3773778920308473,34.73154362416107,1207.729468599034,Low,58.51410462298152,Moderate,,,,,,
PIPE-002,2044-12-25,Stainless Steel,ASTM A106 Grade B,600,22.74,600,25,8.04,35.36,Critical,0.32159999999999994,14.7,24.496268656716424,64.64379947229551,40.816326530612244,Low,18.65227462172204,Normal,,,,,,
PIPE-004,2033-12-28,HDPE,API 5L X65,500,14.74,150,14,4.33,29.38,Moderate,0.3092857142857143,10.41,19.360739030023097,70.62415196743555,14.409221902017292,Low,15.094771763626452,Normal,,,,,,
PIPE-003,2038-12-27,PVC,API 5L X65,400,17.53,300,19,4.64,26.47,Moderate,0.24421052631578946,12.89,31.24762931034483,73.53108956075299,23.273855702094647,Low,13.451872050626745,Normal,,,,,,
PIPE-004,2026-12-30,HDPE,ASTM A106 Grade B,800,23.62,900,7,0.92,3.9,Normal,0.13142857142857142,22.7,118.80217391304348,96.10499576629974,39.647577092511014,Low,5.651605054649106,Normal,,,,,,
PIPE-002,2039-12-27,Stainless Steel,ASTM A106 Grade B,100,4.34,900,20,4.82,111.06,Moderate,0.24100000000000002,-0.4800000000000004,0.0,-11.059907834101393,-1874.9999999999984,Low,-79.34402304147453,Normal,,,,,,
PIPE-005,2032-12-28,Fiberglass,API 5L X52,800,25.01,900,13,8.81,35.23,Critical,0.6776923076923077,16.200000000000003,12.833257661748018,64.77409036385447,55.55555555555554,Moderate,30.439809490878112,Normal,,,,,,
PIPE-004,2023-12-31,HDPE,API 5L X65,600,16.41,600,4,9.31,56.73,Critical,2.3275,7.1,0.9353383458646615,43.26630103595369,84.50704225352113,High,68.534114564161,Moderate,20.8,64.9,0.0,,,
PIPE-005,2035-12-28,Fiberglass,ASTM A106 Grade B,1000,29.23,2500,16,8.47,28.98,Critical,0.529375,20.759999999999998,22.651239669421482,71.02292165583304,120.42389210019269,Moderate,24.46781149355619,Normal,,,,,,
PIPE-005,2036-12-27,Fiberglass,API 5L X65,800,27.97,2500,17,0.88,3.15,Normal,0.05176470588235294,27.09,361.2306818181818,96.85377189846264,92.28497600590624,Low,8.540577284650839,Normal,,,,,,
PIPE-004,2037-12-27,HDPE,API 5L X52,100,4.13,2500,18,3.1,75.06,Moderate,0.17222222222222222,1.0299999999999998,0.0,24.939467312348665,2427.184466019418,Low,62.993355394135065,Moderate,,,,,,
PIPE-005,2027-12-30,Fiberglass,ASTM A333 Grade 6,1000,21.35,150,8,7.27,34.05,Critical,0.90875,14.080000000000002,8.445667125171942,65.94847775175644,10.65340909090909,Moderate,33.35871911870713,Normal,,,,,,
PIPE-005,2039-12-27,Fiberglass,ASTM A333 Grade 6,1000,26.04,1500,20,9.56,36.71,Critical,0.47800000000000004,16.479999999999997,18.133891213389116,63.28725038402456,91.01941747572818,Low,26.321752501284358,Normal,,,,,,
PIPE-004,2030-12-29,HDPE,ASTM A106 Grade B,100,4.37,900,11,9.87,225.86,Critical,0.8972727272727272,-5.499999999999999,0.0,-125.85812356979402,-163.63636363636365,Moderate,95.75053089244851,Critical,,,,,,
PIPE-002,2023-12-31,Stainless Steel,ASTM A333 Grade 6,600,12.73,1500,4,5.74,45.09,Critical,1.435,6.99,2.209756097560976,54.9096622152396,214.59227467811158,Moderate,62.92182834862913,Moderate,20.8,64.9,0.0,,,
PIPE-004,2024-12-30,HDPE,ASTM A106 Grade B,400,10.05,1500,5,6.39,63.58,Critical,1.278,3.660000000000001,0.5046948356807519,36.4179104477612,409.8360655737704,Moderate,69.52882755237894,Moderate,,,,,,
PIPE-002,2042-12-26,Stainless Steel,API 5L X65,1200,37.42,1500,23,4.49,12.0,Moderate,0.19521739130434784,32.93,111.17861915367483,88.00106894708712,45.551169146674766,Low,9.568244362272303,Normal,,,,,,
PIPE-003,2032-12-28,PVC,ASTM A333 Grade 6,50,5.99,900,13,2.51,41.9,Moderate,0.19307692307692306,3.4800000000000004,8.716733067729088,58.09682804674458,258.6206896551724,Low,42.879829151354,Moderate,,,,,,
PIPE-005,2023-12-31,Fiberglass,API 5L X52,300,14.67,2500,4,8.46,57.67,Critical,2.115,6.209999999999999,0.8553191489361698,42.33128834355828,402.57648953301134,High,75.47885876517427,Critical,20.8,64.9,0.0,,,
PIPE-001,2023-12-31,Carbon Steel,ASTM A333 Grade 6,1000,29.16,600,4,3.82,13.1,Moderate,0.955,25.34,17.373821989528796,86.89986282578876,23.677979479084453,Moderate,18.53706076495535,Normal,20.8,64.9,0.0,,,
PIPE-003,2043-12-26,PVC,API 5L X65,500,14.55,600,24,5.98,41.1,Critical,0.24916666666666668,8.57,16.876254180602007,58.90034364261169,70.01166861143524,Low,25.25120172126938,Normal,,,,,,
PIPE-001,2044-12-25,Carbon Steel,ASTM A333 Grade 6,50,3.29,900,25,6.54,198.78,Critical,0.2616,-3.25,0.0,-98.78419452887537,-276.9230769230769,Low,71.42081786298809,Critical,,,,,,
PIPE-001,2025-12-30,Carbon Steel,API 5L X42,150,5.64,2500,6,9.46,167.73,Critical,1.5766666666666669,-3.820000000000001,0.0,-67.73049645390074,-654.4502617801045,High,45.38852114663403,Moderate,,,,,,
PIPE-002,2044-12-25,Stainless Steel,API 5L X42,600,16.95,900,25,2.59,15.28,Moderate,0.1036,14.36,89.52702702702702,84.71976401179941,62.674094707520894,Low,11.084616100114213,Normal,,,,,,
PIPE-005,2042-12-26,Fiberglass,ASTM A333 Grade 6,500,20.82,600,23,4.76,22.86,Moderate,0.20695652173913043,16.060000000000002,47.42058823529414,77.1373679154659,37.359900373599,Low,12.873215766544751,Normal,,,,,,
PIPE-001,2036-12-27,Carbon Steel,API 5L X52,400,19.55,2500,17,5.55,28.39,Critical,0.3264705882352941,14.0,24.918018018018017,71.61125319693095,178.57142857142858,Low,26.593749725977347,Normal,,,,,,
PIPE-003,2022-12-31,PVC,ASTM A333 Grade 6,1000,22.39,2500,3,2.69,12.01,Moderate,0.8966666666666666,19.7,14.479182156133831,87.98570790531487,126.90355329949239,Moderate,28.20982403166605,Normal,27.7,81.8,0.0,,,
PIPE-004,2042-12-26,HDPE,API 5L X42,50,5.12,150,23,2.42,47.27,Moderate,0.10521739130434782,2.7,11.062809917355374,52.734375,55.55555555555555,Low,30.69943691235477,Normal,,,,,,
PIPE-005,2044-12-25,Fiberglass,API 5L X52,400,13.91,600,25,8.09,58.16,Critical,0.3236,5.82,5.089616810877628,41.84040258806614,103.09278350515463,Low,46.23424130499244,Moderate,,,,,,
PIPE-001,2030-12-29,Carbon Steel,API 5L X42,1200,34.42,1500,11,0.71,2.06,Normal,0.06454545454545454,33.71,362.287323943662,97.93724578733294,44.497181845149804,Low,4.704431737007546,Normal,,,,,,
PIPE-002,2037-12-27,Stainless Steel,ASTM A333 Grade 6,50,4.89,2500,18,0.63,12.88,Normal,0.035,4.26,79.8,87.11656441717791,586.8544600938967,Low,19.858858895705524,Normal,,,,,,
PIPE-002,2022-12-31,Stainless Steel,API 5L X65,800,29.88,300,3,4.84,16.2,Moderate,1.6133333333333333,25.04,9.964462809917356,83.80187416331995,11.980830670926517,High,32.736964282905475,Normal,27.7,81.8,0.0,,,
PIPE-003,2040-12-26,PVC,API 5L X52,250,11.0,1500,21,2.59,23.55,Moderate,0.12333333333333332,8.41,41.432432432432435,76.45454545454545,178.359096313912,Low,22.85162919324037,Normal,,,,,,
PIPE-005,2035-12-28,Fiberglass,ASTM A106 Grade B,500,13.59,300,16,6.78,49.89,Critical,0.42375,6.81,6.449557522123893,50.11037527593819,44.05286343612335,Low,38.55331341660081,Normal,,,,,,
PIPE-002,2031-12-29,Stainless Steel,API 5L X52,200,7.34,900,12,6.63,90.33,Critical,0.5525,0.71,0.0,9.673024523160763,1267.605633802817,Moderate,72.13974386920981,Critical,,,,,,
PIPE-002,2031-12-29,Stainless Steel,API 5L X52,1500,43.02,2500,12,2.77,6.44,Moderate,0.23083333333333333,40.25,118.45776173285199,93.56113435611343,62.11180124223603,Low,9.220434837472679,Normal,,,,,,
PIPE-004,2026-12-30,HDPE,ASTM A333 Grade 6,1200,37.74,600,7,1.64,4.35,Normal,0.23428571428571426,36.1,105.75975609756098,95.65447800741919,16.620498614958446,Low,5.110775037124229,Normal,,,,,,
PIPE-005,2032-12-28,Fiberglass,ASTM A333 Grade 6,300,7.62,900,13,2.22,29.13,Moderate,0.17076923076923078,5.4,18.235135135135135,70.86614173228347,166.66666666666666,Low,26.169021739486304,Normal,,,,,,
PIPE-001,2022-12-31,Carbon Steel,API 5L X42,100,5.91,900,3,1.7,28.76,Normal,0.5666666666666667,4.21,4.300588235294118,71.2351945854484,213.77672209026127,Moderate,46.43327978501045,Moderate,27.7,81.8,0.0,,,
PIPE-005,2043-12-26,Fiberglass,ASTM A106 Grade B,50,3.76,2500,24,2.19,58.24,Moderate,0.09125,1.5699999999999998,4.843835616438356,41.755319148936174,1592.3566878980894,Low,51.453834596327596,Moderate,,,,,,
PIPE-002,2021-12-31,Stainless Steel,API 5L X52,1200,32.92,150,2,2.13,6.47,Moderate,1.065,30.790000000000003,19.637558685446013,93.52976913730255,4.871711594673595,Moderate,13.642377399828867,Normal,,,,,,
PIPE-005,2043-12-26,Fiberglass,ASTM A333 Grade 6,100,4.19,2500,24,7.86,187.59,Critical,0.3275,-3.67,0.0,-87.58949880668257,-681.1989100817439,Low,37.841456445539855,Normal,,,,,,
PIPE-002,2041-12-26,Stainless Steel,API 5L X52,1500,29.92,300,22,3.35,11.2,Moderate,0.15227272727272728,26.57,115.54268656716418,88.80347593582887,11.290929619872037,Low,6.288678010260458,Normal,,,,,,
PIPE-002,2023-12-31,Stainless Steel,ASTM A106 Grade B,800,16.55,150,4,1.27,7.67,Normal,0.3175,15.280000000000001,32.488188976377955,92.32628398791542,9.816753926701569,Low,6.596685547523765,Normal,20.8,64.9,0.0,,,
PIPE-005,2023-12-31,Fiberglass,API 5L X52,1200,35.13,150,4,8.37,23.83,Critical,2.0925,26.760000000000005,7.751971326164877,76.17421007685739,5.605381165919281,High,41.93287974206471,Moderate,20.8,64.9,0.0,,,
PIPE-005,2021-12-31,Fiberglass,ASTM A106 Grade B,600,19.15,900,2,5.15,26.89,Critical,2.575,13.999999999999998,3.205825242718446,73.10704960835508,64.28571428571429,High,56.77784092662136,Moderate,,,,,,
PIPE-004,2031-12-29,HDPE,ASTM A333 Grade 6,100,7.27,600,12,7.04,96.84,Critical,0.5866666666666667,0.22999999999999954,0.0,3.1636863823933914,2608.6956521739185,Moderate,74.75974507106832,Critical,,,,,,
PIPE-002,2036-12-27,Stainless Steel,API 5L X65,500,23.96,2500,17,2.95,12.31,Moderate,0.1735294117647059,21.01,79.65220338983052,87.68781302170284,118.99095668729176,Low,14.968662613768235,Normal,,,,,,
PIPE-001,2040-12-26,Carbon Steel,API 5L X42,50,4.61,150,21,6.08,131.89,Critical,0.2895238095238095,-1.4699999999999998,0.0,-31.887201735357912,-102.04081632653063,Low,61.40297730458777,Moderate,,,,,,
PIPE-001,2044-12-25,Carbon Steel,ASTM A106 Grade B,300,13.51,900,25,0.51,3.77,Normal,0.0204,13.0,438.57843137254895,96.22501850481126,69.23076923076923,Low,6.717053066104878,Normal,,,,,,
PIPE-002,2036-12-27,Stainless Steel,API 5L X42,150,7.49,150,17,4.96,66.22,Moderate,0.2917647058823529,2.5300000000000002,0.9699596774193562,33.77837116154873,59.28853754940711,Low,49.57173490722253,Moderate,,,,,,
PIPE-001,2036-12-27,Carbon Steel,API 5L X52,200,6.32,150,17,4.09,64.72,Moderate,0.24058823529411763,2.2300000000000004,1.3882640586797088,35.284810126582286,67.26457399103138,Low,48.71325881194325,Moderate,,,,,,
PIPE-003,2028-12-29,PVC,API 5L X42,100,5.17,300,9,7.56,146.23,Critical,0.84,-2.3899999999999997,0.0,-46.228239845261115,-125.52301255230127,Moderate,70.16583401989269,Critical,,,,,,
PIPE-003,2038-12-27,PVC,API 5L X42,400,17.69,900,19,8.34,47.15,Critical,0.43894736842105264,9.350000000000001,9.210671462829739,52.85472018089317,96.25668449197859,Low,38.89937351305589,Normal,,,,,,
PIPE-001,2031-12-29,Carbon Steel,ASTM A106 Grade B,1200,30.5,900,12,4.74,15.54,Moderate,0.395,25.759999999999998,42.0506329113924,84.45901639344262,34.93788819875777,Low,12.009587516546178,Normal,,,,,,
PIPE-002,2029-12-29,Stainless Steel,API 5L X52,300,7.92,150,10,3.01,38.01,Moderate,0.301,4.91,8.418604651162791,61.9949494949495,30.54989816700611,Low,30.184900337625287,Normal,,,,,,
PIPE-004,2041-12-26,HDPE,API 5L X42,50,3.45,900,22,4.25,123.19,Moderate,0.19318181818181818,-0.7999999999999998,0.0,-23.188405797101446,-1125.0000000000002,Low,-19.32708036890647,Normal,,,,,,
PIPE-003,2020-12-31,PVC,ASTM A106 Grade B,50,5.4,600,1,4.43,82.04,Moderate,4.43,0.9700000000000006,0.0,17.962962962962976,618.5567010309275,High,93.71325925925926,Critical,,,,,,
PIPE-004,2025-12-30,HDPE,API 5L X42,600,18.79,2500,6,8.25,43.91,Critical,1.375,10.54,3.5658181818181816,56.09366684406599,237.19165085388997,Moderate,60.55176510716532,Moderate,,,,,,
PIPE-001,2033-12-28,Carbon Steel,ASTM A333 Grade 6,500,20.48,300,14,3.09,15.09,Moderate,0.2207142857142857,17.39,50.95275080906149,84.912109375,17.25129384703853,Low,8.781962551920747,Normal,,,,,,
PIPE-003,2029-12-29,PVC,API 5L X42,500,12.51,150,10,8.28,66.19,Critical,0.828,4.23,0.57608695652174,33.812949640287776,35.46099290780141,Moderate,53.52925010149142,Moderate,,,,,,
PIPE-001,2041-12-26,Carbon Steel,ASTM A333 Grade 6,1000,15.72,2500,22,4.34,27.61,Moderate,0.19727272727272727,11.38,33.78064516129032,72.39185750636132,219.6836555360281,Low,26.635762896136946,Normal,,,,,,
PIPE-002,2027-12-30,Stainless Steel,API 5L X52,1000,29.26,1500,8,7.23,24.71,Critical,0.90375,22.03,14.663347164591977,75.2904989747095,68.08896958692691,Moderate,28.129200810750167,Normal,,,,,,
PIPE-003,2028-12-29,PVC,ASTM A333 Grade 6,400,12.45,1500,9,7.92,63.61,Critical,0.88,4.529999999999999,0.9034090909090908,36.3855421686747,331.12582781456956,Moderate,65.16120536692225,Moderate,,,,,,
PIPE-001,2020-12-31,Carbon Steel,ASTM A106 Grade B,50,5.26,2500,1,4.71,89.54,Moderate,4.71,0.5499999999999998,0.0,10.456273764258551,4545.454545454547,High,96.33993155893536,Critical,,,,,,
PIPE-004,2030-12-29,HDPE,ASTM A106 Grade B,600,19.59,2500,11,5.73,29.25,Critical,0.520909090909091,13.86,15.325130890052353,70.75038284839204,180.37518037518038,Moderate,33.649502835079076,Normal,,,,,,
PIPE-001,2041-12-26,Carbon Steel,API 5L X65,50,3.62,900,22,3.38,93.37,Moderate,0.15363636363636363,0.2400000000000002,0.0,6.629834254143652,3749.999999999997,Low,69.21590507282774,Moderate,,,,,,
PIPE-001,2034-12-28,Carbon Steel,ASTM A106 Grade B,200,11.96,2500,15,7.02,58.7,Critical,0.46799999999999997,4.940000000000001,2.8888888888888915,41.30434782608696,506.072874493927,Low,57.33502415458936,Moderate,,,,,,
PIPE-002,2022-12-31,Stainless Steel,API 5L X65,1000,30.86,900,3,0.07,0.23,Normal,0.023333333333333334,30.79,922.8,99.77316915100454,29.230269568041575,Low,2.505311263185317,Normal,27.7,81.8,0.0,,,
PIPE-001,2020-12-31,Carbon Steel,API 5L X65,150,5.72,150,1,1.08,18.88,Normal,1.08,4.64,2.707407407407407,81.11888111888112,32.327586206896555,Moderate,37.12544127838955,Normal,,,,,,
PIPE-004,2036-12-27,HDPE,API 5L X42,50,5.27,150,17,1.25,23.72,Normal,0.07352941176470588,4.02,33.1704,76.280834914611,37.3134328358209,Low,11.835592851680875,Normal,,,,,,
PIPE-001,2024-12-30,Carbon Steel,API 5L X42,50,3.31,2500,5,5.12,154.68,Critical,1.024,-1.81,0.0,-54.68277945619335,-1381.2154696132595,Moderate,-19.21246535694612,Normal,,,,,,
PIPE-001,2022-12-31,Carbon Steel,ASTM A333 Grade 6,400,16.64,150,3,5.08,30.53,Critical,1.6933333333333334,11.56,3.878740157480315,69.47115384615384,12.975778546712803,High,44.71298810531802,Moderate,27.7,81.8,0.0,,,
PIPE-004,2022-12-31,HDPE,API 5L X42,1500,45.09,900,3,1.27,2.82,Normal,0.42333333333333334,43.82,71.55826771653543,97.18341095586604,20.538566864445457,Low,6.7598731092002335,Normal,27.7,81.8,0.0,,,
PIPE-002,2033-12-28,Stainless Steel,API 5L X65,400,16.71,600,14,1.57,9.4,Normal,0.11214285714285714,15.14,90.30445859872613,90.60442848593657,39.63011889035667,Low,7.382580366721182,Normal,,,,,,
PIPE-002,2023-12-31,Stainless Steel,API 5L X52,300,11.47,150,4,2.96,25.81,Moderate,0.74,8.510000000000002,6.850000000000001,74.19354838709678,17.62632197414806,Moderate,30.904587051286907,Normal,20.8,64.9,0.0,,,
PIPE-004,2044-12-25,HDPE,ASTM A106 Grade B,1200,38.61,1500,25,5.45,14.12,Critical,0.218,33.16,98.97706422018348,85.88448588448587,45.235223160434266,Low,10.513520265911103,Normal,,,,,,
PIPE-003,2027-12-30,PVC,ASTM A333 Grade 6,200,11.62,900,8,7.87,67.73,Critical,0.98375,3.749999999999999,0.26836086404066006,32.27194492254733,240.00000000000006,Moderate,68.27415290532251,Moderate,,,,,,
PIPE-004,2026-12-30,HDPE,API 5L X65,800,31.61,300,7,5.94,18.79,Critical,0.8485714285714286,25.669999999999998,19.075589225589223,81.2084783296425,11.68679392286716,Moderate,16.863515021929473,Normal,,,,,,
PIPE-003,2040-12-26,PVC,API 5L X65,200,6.74,2500,21,5.21,77.3,Critical,0.2480952380952381,1.5300000000000002,0.0,22.70029673590505,1633.9869281045749,Low,64.53587819697613,Moderate,,,,,,
PIPE-003,2021-12-31,PVC,API 5L X65,800,17.35,150,2,7.86,45.3,Critical,3.93,9.490000000000002,1.0903307888040716,54.69740634005764,15.806111696522652,High,65.95077600342071,Moderate,,,,,,
PIPE-002,2030-12-29,Stainless Steel,API 5L X42,1200,32.64,300,11,5.42,16.61,Critical,0.49272727272727274,27.22,35.37047970479704,83.39460784313725,11.021307861866275,Low,11.566218856128387,Normal,,,,,,
PIPE-002,2038-12-27,Stainless Steel,ASTM A333 Grade 6,50,5.73,600,19,0.33,5.76,Normal,0.017368421052631578,5.4,211.93636363636364,94.24083769633508,111.1111111111111,Low,10.522808119775878,Normal,,,,,,
PIPE-004,2036-12-27,HDPE,ASTM A333 Grade 6,500,15.5,2500,17,8.88,57.29,Critical,0.5223529411764707,6.619999999999999,3.771396396396395,42.70967741935483,377.6435045317221,Moderate,56.5037136605296,Moderate,,,,,,
PIPE-001,2023-12-31,Carbon Steel,ASTM A106 Grade B,400,15.39,2500,4,8.55,55.56,Critical,2.1375,6.84,1.0399999999999998,44.44444444444444,365.4970760233918,High,74.77988888888889,Critical,20.8,64.9,0.0,,,
PIPE-001,2025-12-30,Carbon Steel,API 5L X65,200,7.27,600,6,1.2,16.51,Normal,0.19999999999999998,6.069999999999999,19.445,83.49381017881706,98.84678747940693,Low,15.746056516251256,Normal,,,,,,
PIPE-003,2027-12-30,PVC,API 5L X42,1200,38.24,300,8,1.98,5.18,Normal,0.2475,36.260000000000005,100.15353535353537,94.82217573221759,8.27357970215113,Low,4.9079745446069385,Normal,,,,,,
PIPE-004,2041-12-26,HDPE,API 5L X52,300,15.69,300,22,3.86,24.6,Moderate,0.17545454545454545,11.83,40.597409326424874,75.39834289356278,25.359256128486898,Low,12.266903940791277,Normal,,,,,,
PIPE-001,2033-12-28,Carbon Steel,ASTM A333 Grade 6,200,9.94,1500,14,1.07,10.76,Normal,0.07642857142857143,8.87,77.0392523364486,89.2354124748491,169.10935738444195,Low,17.214634399406588,Normal,,,,,,
